FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.3075753,3075753,POINT (16.263450325704582 48.13205938105471),Rodaun,Rodaun,159065749,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075754,3075754,POINT (16.263153926223495 48.132431081341835),Rodaun,Rodaun,60,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075755,3075755,POINT (16.261393225906396 48.13422368113823),Rodaun,Rodaun,"60A, N61",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075756,3075756,POINT (16.261393225906396 48.13422368113823),Rodaun,Rodaun,"60A, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075757,3075757,POINT (16.261393225906396 48.13422368113823),Rodaun,Rodaun,"60A, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075758,3075758,POINT (16.26239932593813 48.13327648173575),Rodaun,Rodaun,60,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075759,3075759,POINT (16.261828830781702 48.133552307842045),Rodaun,Rodaun,"259, 206, 60A, 253, 255, 249, N61",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075760,3075760,POINT (16.261788526047194 48.13355228177763),Rodaun,Rodaun,"259, 206, 60A, 253, 255, 249, N61",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075761,3075761,POINT (16.261788526047194 48.13355228177763),Rodaun,Rodaun,"259, 206, 60A, 253, 255, 249, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075762,3075762,POINT (16.261788526047194 48.13355228177763),Rodaun,Rodaun,"259, 206, 60A, 253, 255, 249, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075763,3075763,POINT (16.26221503038298 48.13351630742579),Rodaun,Rodaun,"N60, 259, 253, 255",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075764,3075764,POINT (16.262174725676292 48.1335162814968),Rodaun,Rodaun,"N60, 259, 253, 255",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075765,3075765,POINT (16.262174725676292 48.1335162814968),Rodaun,Rodaun,"N60, 259, 253, 255",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodaun!start|1,
OEFFHALTESTOGD.3075766,3075766,POINT (16.25850502915189 48.13219130814849),Hochstraße,Hochstraße,"259, 206, 253, 250, 255, 257",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Hochstraße!start|1,
OEFFHALTESTOGD.3075767,3075767,POINT (16.258460130021863 48.13268890900332),Hochstraße,Hochstraße,"259, 253, 255, 257",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Hochstraße!start|1,
OEFFHALTESTOGD.3075768,3075768,POINT (16.260135626180237 48.13918748137275),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075769,3075769,POINT (16.260135626180237 48.13918748137275),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075770,3075770,POINT (16.260135626180237 48.13918748137275),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075771,3075771,POINT (16.260135626180237 48.13918748137275),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075772,3075772,POINT (16.260135626180237 48.13918748137275),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075773,3075773,POINT (16.260297326385096 48.13876788116597),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075774,3075774,POINT (16.260297326385096 48.13876788116597),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075775,3075775,POINT (16.260297326385096 48.13876788116597),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075776,3075776,POINT (16.260297326385096 48.13876788116597),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075777,3075777,POINT (16.260297326385096 48.13876788116597),Rodauner Straße,Rodauner Straße,"N60, 60A, N61",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075778,3075778,POINT (16.26108323485696 48.13858810774312),Rodauner Straße,Rodauner Straße,250,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075779,3075779,POINT (16.260562133888154 48.13840820815195),Rodauner Straße,Rodauner Straße,250,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodauner%20Straße!start|1,
OEFFHALTESTOGD.3075780,3075780,POINT (16.333923225580197 48.24080428100069),Rodlergasse,Rodlergasse,"N35, 35A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075781,3075781,POINT (16.333923225580197 48.24080428100069),Rodlergasse,Rodlergasse,"N35, 35A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075782,3075782,POINT (16.333923225580197 48.24080428100069),Rodlergasse,Rodlergasse,"N35, 35A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075783,3075783,POINT (16.333923225580197 48.24080428100069),Rodlergasse,Rodlergasse,"N35, 35A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075784,3075784,POINT (16.333923225580197 48.24080428100069),Rodlergasse,Rodlergasse,"N35, 35A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3076432,3076432,POINT (16.31447902500927 48.12659718909298),Nowakgasse,Nowakgasse,"207, 266, 61B, 268",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Nowakgasse!start|1,
OEFFHALTESTOGD.3076433,3076433,POINT (16.314438725686507 48.1265971814924),Nowakgasse,Nowakgasse,"207, 266, 61B, 268",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nowakgasse!start|1,
OEFFHALTESTOGD.3076434,3076434,POINT (16.36721022985006 48.259826070190876),Nußdorf,Nußdorf,"400, N36",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf!start|1,
OEFFHALTESTOGD.3076435,3076435,POINT (16.367169825926673 48.259826081104436),Nußdorf,Nußdorf,"400, N36",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf!start|1,
OEFFHALTESTOGD.3076436,3076436,POINT (16.367169825926673 48.259826081104436),Nußdorf,Nußdorf,"400, N36",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf!start|1,
OEFFHALTESTOGD.3076437,3076437,POINT (16.367169825926673 48.259826081104436),Nußdorf,Nußdorf,"400, N36",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf!start|1,
OEFFHALTESTOGD.3076438,3076438,POINT (16.366837526004023 48.26013108089278),Nußdorf,Nußdorf,D,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf!start|1,
OEFFHALTESTOGD.3076439,3076439,POINT (16.367371930208606 48.26041807075773),Nußdorf,Nußdorf,400,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf!start|1,
OEFFHALTESTOGD.3076440,3076440,POINT (16.36737642578609 48.25984998107368),Nußdorf,Nußdorf,D,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorf!start|1,
OEFFHALTESTOGD.3076441,3076441,POINT (16.398539026256028 48.14350948148939),Oberlaa,Oberlaa,17A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076442,3076442,POINT (16.398808525950155 48.142946081271674),Oberlaa,Oberlaa,68B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076443,3076443,POINT (16.39846712531331 48.14342558133339),Oberlaa,Oberlaa,"70A, N68",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076444,3076444,POINT (16.39846712531331 48.14342558133339),Oberlaa,Oberlaa,"70A, N68",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076445,3076445,POINT (16.39846712531331 48.14342558133339),Oberlaa,Oberlaa,"70A, N68",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076446,3076446,POINT (16.39871403784679 48.14316785952854),Oberlaa,Oberlaa,"227, 226",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076447,3076447,POINT (16.398390737676518 48.14320375927222),Oberlaa,Oberlaa,266,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076448,3076448,POINT (16.39930693809647 48.14275425873033),Oberlaa,Oberlaa,"70A, 227, 266, 226, 17A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076449,3076449,POINT (16.39926662615159 48.142754280879394),Oberlaa,Oberlaa,"70A, 227, 266, 226, 17A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076450,3076450,POINT (16.39977413670479 48.14157935865935),Oberlaa,Oberlaa,"70A, 227, 266, 226, 17A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076451,3076451,POINT (16.399733825680173 48.14157938097188),Oberlaa,Oberlaa,"70A, 227, 266, 226, 17A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076452,3076452,POINT (16.398489538603176 48.14319775932986),Oberlaa,Oberlaa,266,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Oberlaa!start|1,
OEFFHALTESTOGD.3076453,3076453,POINT (16.353802926688505 48.231500181468405),Nußdorfer Straße,Nußdorfer Straße,N8,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076454,3076454,POINT (16.353802926688505 48.231500181468405),Nußdorfer Straße,Nußdorfer Straße,N8,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076455,3076455,POINT (16.35245542549028 48.231153180843535),Nußdorfer Straße,Nußdorfer Straße,"40A, 37A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076456,3076456,POINT (16.354395825662056 48.23141638115853),Nußdorfer Straße,Nußdorfer Straße,N38,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076457,3076457,POINT (16.354395825662056 48.23141638115853),Nußdorfer Straße,Nußdorfer Straße,N38,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076458,3076458,POINT (16.353749025793864 48.2315839810279),Nußdorfer Straße,Nußdorfer Straße,"38, 37",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076459,3076459,POINT (16.353066326275286 48.23148228167665),Nußdorfer Straße,Nußdorfer Straße,"N35, 35A, N36, 37A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076460,3076460,POINT (16.353066326275286 48.23148228167665),Nußdorfer Straße,Nußdorfer Straße,"N35, 35A, N36, 37A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076461,3076461,POINT (16.353066326275286 48.23148228167665),Nußdorfer Straße,Nußdorfer Straße,"N35, 35A, N36, 37A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076462,3076462,POINT (16.353066326275286 48.23148228167665),Nußdorfer Straße,Nußdorfer Straße,"N35, 35A, N36, 37A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076463,3076463,POINT (16.353066326275286 48.23148228167665),Nußdorfer Straße,Nußdorfer Straße,"N35, 35A, N36, 37A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076464,3076464,POINT (16.354252126298846 48.2315300813321),Nußdorfer Straße,Nußdorfer Straße,"38, 37",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076465,3076465,POINT (16.35409932604712 48.23242168134475),Nußdorfer Straße,Nußdorfer Straße,38,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076466,3076466,POINT (16.352123026631137 48.231482280952974),Nußdorfer Straße,Nußdorfer Straße,"N8, N35, 37A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076467,3076467,POINT (16.352123026631137 48.231482280952974),Nußdorfer Straße,Nußdorfer Straße,"N8, N35, 37A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076468,3076468,POINT (16.352123026631137 48.231482280952974),Nußdorfer Straße,Nußdorfer Straße,"N8, N35, 37A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076469,3076469,POINT (16.352123026631137 48.231482280952974),Nußdorfer Straße,Nußdorfer Straße,"N8, N35, 37A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076470,3076470,POINT (16.352123026631137 48.231482280952974),Nußdorfer Straße,Nußdorfer Straße,"N8, N35, 37A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076471,3076471,POINT (16.353686126297294 48.2323917816929),Nußdorfer Straße,Nußdorfer Straße,"38, 37",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße!start|1,
OEFFHALTESTOGD.3076472,3076472,POINT (16.427707326152117 48.2475224816154),Dückegasse,Dückegasse,27A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Dückegasse!start|1,
OEFFHALTESTOGD.3076473,3076473,POINT (16.260441025307685 48.16033238161374),Nästlbergergasse,Nästlbergergasse,56A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nästlbergergasse!start|1,
OEFFHALTESTOGD.3076474,3076474,POINT (16.26089912599538 48.16011068103949),Nästlbergergasse,Nästlbergergasse,56A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nästlbergergasse!start|1,
OEFFHALTESTOGD.3076475,3076475,POINT (16.29207072643484 48.17535258103764),Küniglberg/ORF-Zentrum,Küniglberg/ORF-Zentrum,8A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Küniglberg/ORF-Zentrum!start|1,
OEFFHALTESTOGD.3076476,3076476,POINT (16.291379026217626 48.17558028157482),Küniglberg/ORF-Zentrum,Küniglberg/ORF-Zentrum,"56A, 56B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Küniglberg/ORF-Zentrum!start|1,
OEFFHALTESTOGD.3076477,3076477,POINT (16.50200702656691 48.17078768097221),Finsterbuschstraße Mitte,Finsterbuschstraße Mitte,92B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Finsterbuschstraße%20Mitte!start|1,
OEFFHALTESTOGD.3076478,3076478,POINT (16.502213626000003 48.170811680715204),Finsterbuschstraße Mitte,Finsterbuschstraße Mitte,92B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Finsterbuschstraße%20Mitte!start|1,
OEFFHALTESTOGD.3074391,3074391,POINT (16.438293977020322 48.31837804489149),Föhrenhain Hanuschgasse,Föhrenhain Hanuschgasse,"502, 500, 513, 505",,3,https://anachb.vor.at#P|SQ!evaId|Föhrenhain%20Hanuschgasse!start|1,
OEFFHALTESTOGD.3074392,3074392,POINT (16.15980706905222 48.05611834277556),Gaaden Abzw. Füllenberg,Gaaden Abzw. Füllenberg,"308, 265",,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Abzw.%20Füllenberg!start|1,
OEFFHALTESTOGD.3074393,3074393,POINT (16.159816069340224 48.05605224293488),Gaaden Abzw. Füllenberg,Gaaden Abzw. Füllenberg,"308, 265",,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Abzw.%20Füllenberg!start|1,
OEFFHALTESTOGD.3074394,3074394,POINT (16.199027468531103 48.0541308298113),Gaaden Abzw. Sittendorf,Gaaden Abzw. Sittendorf,"308, 265",,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Abzw.%20Sittendorf!start|1,
OEFFHALTESTOGD.3074395,3074395,POINT (16.200698368334667 48.05417882844706),Gaaden Feuerwehr,Gaaden Feuerwehr,308,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Feuerwehr!start|1,
OEFFHALTESTOGD.3074396,3074396,POINT (16.20041086832056 48.05432892917292),Gaaden Feuerwehr,Gaaden Feuerwehr,"308, 265",,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Feuerwehr!start|1,
OEFFHALTESTOGD.3074397,3074397,POINT (16.211936271287435 48.05767342470204),Gaaden Berggasse,Gaaden Berggasse,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Berggasse!start|1,
OEFFHALTESTOGD.3074398,3074398,POINT (16.211702771263298 48.05734922495458),Gaaden Berggasse,Gaaden Berggasse,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Berggasse!start|1,
OEFFHALTESTOGD.3074399,3074399,POINT (16.197868667434985 48.05374052951575),Gaaden Kirchenplatz,Gaaden Kirchenplatz,"308, 265",,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Kirchenplatz!start|1,
OEFFHALTESTOGD.3074400,3074400,POINT (16.218332281135506 48.07015462301126),Gaaden Sparbacher Straße,Gaaden Sparbacher Straße,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Sparbacher%20Straße!start|1,
OEFFHALTESTOGD.3074401,3074401,POINT (16.218592780145695 48.070304622457336),Gaaden Sparbacher Straße,Gaaden Sparbacher Straße,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Sparbacher%20Straße!start|1,
OEFFHALTESTOGD.3074402,3074402,POINT (16.206285869715433 48.05536772706915),Gaaden Babenbergerstraße,Gaaden Babenbergerstraße,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Babenbergerstraße!start|1,
OEFFHALTESTOGD.3074403,3074403,POINT (16.20593556895386 48.05522962723392),Gaaden Babenbergerstraße,Gaaden Babenbergerstraße,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Babenbergerstraße!start|1,
OEFFHALTESTOGD.3074404,3074404,POINT (16.215242076050053 48.06401342353524),Gaaden Steinbruch,Gaaden Steinbruch,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Steinbruch!start|1,
OEFFHALTESTOGD.3074405,3074405,POINT (16.21569127558469 48.063737223509996),Gaaden Steinbruch,Gaaden Steinbruch,265,,3,https://anachb.vor.at#P|SQ!evaId|Gaaden%20Steinbruch!start|1,
OEFFHALTESTOGD.3074406,3074406,POINT (16.16476589799862 48.21999794176813),Gablitz Berggasse,Gablitz Berggasse,"447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Berggasse!start|1,
OEFFHALTESTOGD.3074407,3074407,POINT (16.16509829753529 48.21947724170641),Gablitz Berggasse,Gablitz Berggasse,"458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Berggasse!start|1,
OEFFHALTESTOGD.3074408,3074408,POINT (16.143484803841442 48.226629149181264),Gablitz Friedhof,Gablitz Friedhof,"448, 447",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Friedhof!start|1,
OEFFHALTESTOGD.3074409,3074409,POINT (16.14398790388293 48.22705404905074),Gablitz Friedhof,Gablitz Friedhof,451,,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Friedhof!start|1,
OEFFHALTESTOGD.3074410,3074410,POINT (16.15340220542061 48.229346045843975),Gablitz Gemeindeamt,Gablitz Gemeindeamt,"447, 458, 451, 107",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Gemeindeamt!start|1,
OEFFHALTESTOGD.3074411,3074411,POINT (16.15382440540081 48.22907074553922),Gablitz Gemeindeamt,Gablitz Gemeindeamt,"448, 447, 458, 451, 107",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Gemeindeamt!start|1,
OEFFHALTESTOGD.3074412,3074412,POINT (16.149027407314346 48.23105744701133),Gablitz Ferdinand-Ramler-Straße,Gablitz Ferdinand-Ramler-Straße,"447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Ferdinand-Ramler-Straße!start|1,
OEFFHALTESTOGD.3074413,3074413,POINT (16.14826380752778 48.23127884718933),Gablitz Ferdinand-Ramler-Straße,Gablitz Ferdinand-Ramler-Straße,"447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Ferdinand-Ramler-Straße!start|1,
OEFFHALTESTOGD.3074414,3074414,POINT (16.140709011143787 48.23639485065931),Gablitz Höbersbachstraße,Gablitz Höbersbachstraße,"447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Höbersbachstraße!start|1,
OEFFHALTESTOGD.3074415,3074415,POINT (16.140206011156472 48.23659825051677),Gablitz Höbersbachstraße,Gablitz Höbersbachstraße,"447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Höbersbachstraße!start|1,
OEFFHALTESTOGD.3074416,3074416,POINT (16.158172303607124 48.22681464378481),Gablitz Kupetzstraße,Gablitz Kupetzstraße,"458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Kupetzstraße!start|1,
OEFFHALTESTOGD.3074417,3074417,POINT (16.158010604289714 48.2267189441086),Gablitz Kupetzstraße,Gablitz Kupetzstraße,"448, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Kupetzstraße!start|1,
OEFFHALTESTOGD.3074418,3074418,POINT (16.141607301786156 48.22443284984511),Gablitz Marienheim,Gablitz Marienheim,"448, 447",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Marienheim!start|1,
OEFFHALTESTOGD.3074419,3074419,POINT (16.141562401684844 48.22449264970388),Gablitz Marienheim,Gablitz Marienheim,451,,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Marienheim!start|1,
OEFFHALTESTOGD.3074420,3074420,POINT (16.160795301455785 48.22413954327771),Gablitz Wagnergasse,Gablitz Wagnergasse,"448, 447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Wagnergasse!start|1,
OEFFHALTESTOGD.3074421,3074421,POINT (16.160660601710113 48.224085742807716),Gablitz Wagnergasse,Gablitz Wagnergasse,"458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Wagnergasse!start|1,
OEFFHALTESTOGD.3074422,3074422,POINT (16.137663701222397 48.22330175128138),Gablitz Eitlergasse,Gablitz Eitlergasse,"448, 447",,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Eitlergasse!start|1,
OEFFHALTESTOGD.3074423,3074423,POINT (16.137600801416074 48.22340945140607),Gablitz Eitlergasse,Gablitz Eitlergasse,451,,3,https://anachb.vor.at#P|SQ!evaId|Gablitz%20Eitlergasse!start|1,
OEFFHALTESTOGD.3074424,3074424,POINT (16.64643346716059 48.052989771867644),Gallbrunn Kellergasse,Gallbrunn Kellergasse,272,,3,https://anachb.vor.at#P|SQ!evaId|Gallbrunn%20Kellergasse!start|1,
OEFFHALTESTOGD.3074425,3074425,POINT (16.6461459669952 48.05312187247975),Gallbrunn Kellergasse,Gallbrunn Kellergasse,272,,3,https://anachb.vor.at#P|SQ!evaId|Gallbrunn%20Kellergasse!start|1,
OEFFHALTESTOGD.3074426,3074426,POINT (16.640082368000147 48.054568974195504),Gallbrunn Hauptstraße,Gallbrunn Hauptstraße,272,,3,https://anachb.vor.at#P|SQ!evaId|Gallbrunn%20Hauptstraße!start|1,
OEFFHALTESTOGD.3074427,3074427,POINT (16.640558468259957 48.0544669742696),Gallbrunn Hauptstraße,Gallbrunn Hauptstraße,272,,3,https://anachb.vor.at#P|SQ!evaId|Gallbrunn%20Hauptstraße!start|1,
OEFFHALTESTOGD.3074428,3074428,POINT (16.63330007009144 48.05661647628474),Gallbrunn Wiener Straße,Gallbrunn Wiener Straße,272,,3,https://anachb.vor.at#P|SQ!evaId|Gallbrunn%20Wiener%20Straße!start|1,
OEFFHALTESTOGD.3074429,3074429,POINT (16.633282069874106 48.05671857623439),Gallbrunn Wiener Straße,Gallbrunn Wiener Straße,272,,3,https://anachb.vor.at#P|SQ!evaId|Gallbrunn%20Wiener%20Straße!start|1,
OEFFHALTESTOGD.3074430,3074430,POINT (16.483254656998742 48.292971529751625),Gerasdorf Bahnhof,Gerasdorf Bahnhof,"25B, 511",,3,https://anachb.vor.at#P|SQ!evaId|Gerasdorf%20Bahnhof!start|1,
OEFFHALTESTOGD.3074431,3074431,POINT (16.48321422706192 48.29297158146539),Gerasdorf Bahnhof,Gerasdorf Bahnhof,"25B, 511",,13,https://anachb.vor.at#P|SQ!evaId|Gerasdorf%20Bahnhof!start|1,
OEFFHALTESTOGD.3074432,3074432,POINT (16.48321422706192 48.29297158146539),Gerasdorf Bahnhof,Gerasdorf Bahnhof,"25B, 511",,12,https://anachb.vor.at#P|SQ!evaId|Gerasdorf%20Bahnhof!start|1,
OEFFHALTESTOGD.3074433,3074433,POINT (16.483173755964135 48.29306712903744),Gerasdorf Bahnhof,Gerasdorf Bahnhof,"25B, 511",,3,https://anachb.vor.at#P|SQ!evaId|Gerasdorf%20Bahnhof!start|1,
